,Player,Team,Country,Assists p90,xA p90,Mins
0,Giovanni Di Lorenzo,Napoli,it ITA,0.0,0.03,1080
1,Mário Rui,Napoli,it ITA,0.17,0.09,1069
2,Fabián Ruiz Peña,Napoli,it ITA,0.17,0.09,1041
3,Kalidou Koulibaly,Napoli,it ITA,0.09,0.01,976
4,Lorenzo Insigne,Napoli,it ITA,0.22,0.26,828
5,David Ospina,Napoli,it ITA,0.0,0.0,900
6,Andre-Frank Zambo Anguissa,Napoli,it ITA,0.0,0.08,879
7,Victor Osimhen,Napoli,it ITA,0.0,0.09,789
8,Amir Rrahmani,Napoli,it ITA,0.0,0.01,767
9,Matteo Politano,Napoli,it ITA,0.13,0.27,709
10,Piotr Zieliński,Napoli,it ITA,0.31,0.2,577
11,Hirving Lozano,Napoli,it ITA,0.37,0.11,490
12,Elif Elmas,Napoli,it ITA,0.17,0.07,534
13,Kostas Manolas,Napoli,it ITA,0.0,0.0,313
14,Stanislav Lobotka,Napoli,it ITA,0.0,0.0,180
15,Alex Meret,Napoli,it ITA,0.0,0.0,180
16,Dries Mertens,Napoli,it ITA,0.0,0.06,117
17,Juan Jesus,Napoli,it ITA,0.0,0.0,104
18,Adam Ounas,Napoli,it ITA,0.0,0.15,105
19,Andrea Petagna,Napoli,it ITA,0.0,0.2,89
20,Diego Demme,Napoli,it ITA,0.0,0.19,40
21,Gianluca Gaetano,Napoli,it ITA,0.0,0.0,20
22,Alessandro Zanoli,Napoli,it ITA,0.0,0.0,6
23,Faouzi Ghoulam,Napoli,it ITA,0.0,0.0,4
24,Kévin Malcuit,Napoli,it ITA,0.0,0.0,1
25,Hubert Idasiak,Napoli,it ITA,0.0,0.0,0
26,Davide Marfella,Napoli,it ITA,0.0,0.0,0
27,Luca Palmiero,Napoli,it ITA,0.0,0.0,0
28,Fikayo Tomori,Milan,it ITA,0.0,0.0,1022
29,Rafael Leão,Milan,it ITA,0.1,0.09,876
30,Sandro Tonali,Milan,it ITA,0.11,0.1,799
31,Davide Calabria,Milan,it ITA,0.11,0.07,826
32,Alexis Saelemaekers,Milan,it ITA,0.25,0.23,730
33,Franck Kessié,Milan,it ITA,0.0,0.03,664
34,Theo Hernández,Milan,it ITA,0.27,0.22,671
35,Mike Maignan,Milan,it ITA,0.0,0.02,630
36,Simon Kjær,Milan,it ITA,0.0,0.0,619
37,Brahim Díaz,Milan,it ITA,0.17,0.09,539
38,Alessio Romagnoli,Milan,it ITA,0.0,0.0,513
39,Rade Krunić,Milan,it ITA,0.18,0.06,507
40,Ante Rebić,Milan,it ITA,0.36,0.5,500
41,Olivier Giroud,Milan,it ITA,0.0,0.21,455
42,Ciprian Tătărușanu,Milan,it ITA,0.0,0.0,450
43,Ismaël Bennacer,Milan,it ITA,0.18,0.15,509
44,Fodé Ballo-Touré,Milan,it ITA,0.0,0.02,322
45,Pierre Kalulu,Milan,it ITA,0.29,0.05,313
46,Zlatan Ibrahimović,Milan,it ITA,0.31,0.11,286
47,Alessandro Florenzi,Milan,it ITA,0.0,0.01,179
48,Daniel Maldini,Milan,it ITA,0.0,0.06,110
49,Samu Castillejo,Milan,it ITA,0.0,0.04,91
50,Matteo Gabbia,Milan,it ITA,0.0,0.0,58
51,Tiemoué Bakayoko,Milan,it ITA,0.0,0.02,106
52,Pietro Pellegri,Milan,it ITA,0.0,0.55,63
53,Junior Messias,Milan,it ITA,0.0,0.0,17
54,Andrea Conti,Milan,it ITA,0.0,0.0,0
55,Andreas Jungdal,Milan,it ITA,0.0,0.0,0
56,Antonio Mirante,Milan,it ITA,0.0,0.0,0
57,Alessandro Plizzari,Milan,it ITA,0.0,0.0,0
58,Tommaso Pobega,Milan,it ITA,0.0,0.0,0
59,Kylian Mbappé,Paris S-G,fr FRA,0.6,0.31,1048
60,Presnel Kimpembe,Paris S-G,fr FRA,0.0,0.01,995
61,Achraf Hakimi,Paris S-G,fr FRA,0.2,0.2,881
62,Marquinhos,Paris S-G,fr FRA,0.0,0.01,810
63,Ander Herrera,Paris S-G,fr FRA,0.24,0.13,762
64,Thilo Kehrer,Paris S-G,fr FRA,0.0,0.0,743
65,Keylor Navas,Paris S-G,fr FRA,0.0,0.0,720
66,Neymar,Paris S-G,fr FRA,0.4,0.38,672
67,Idrissa Gana Gueye,Paris S-G,fr FRA,0.0,0.11,648
68,Georginio Wijnaldum,Paris S-G,fr FRA,0.14,0.19,635
69,Abdou Diallo,Paris S-G,fr FRA,0.15,0.08,586
70,Danilo Pereira,Paris S-G,fr FRA,0.0,0.0,587
71,Ángel Di María,Paris S-G,fr FRA,0.52,0.37,523
72,Mauro Icardi,Paris S-G,fr FRA,0.0,0.06,531
73,Gianluigi Donnarumma,Paris S-G,fr FRA,0.0,0.0,450
74,Marco Verratti,Paris S-G,fr FRA,0.0,0.05,354
75,Nuno Mendes,Paris S-G,fr FRA,0.0,0.06,408
76,Julian Draxler,Paris S-G,fr FRA,0.24,0.23,371
77,Lionel Messi,Paris S-G,fr FRA,0.0,0.17,325
78,Rafinha,Paris S-G,fr FRA,0.0,0.05,220
79,Junior Dina Ebimbe,Paris S-G,fr FRA,0.0,0.03,168
80,Juan Bernat,Paris S-G,fr FRA,0.0,0.0,155
81,Leandro Paredes,Paris S-G,fr FRA,0.0,0.0,106
82,Colin Dagba,Paris S-G,fr FRA,0.0,0.03,97
83,Pablo Sarabia,Paris S-G,fr FRA,0.0,0.0,22
84,Nathan Bitu Mazala,Paris S-G,fr FRA,0.0,0.0,11
85,Arnaud Kalimuendo,Paris S-G,fr FRA,0.0,0.0,8
86,El Chadaille Bitshiabu,Paris S-G,fr FRA,0.0,0.0,0
87,Ismaël Gharbi,Paris S-G,fr FRA,0.0,0.0,0
88,Layvin Kurzawa,Paris S-G,fr FRA,0.0,0.0,0
89,Edouard Michut,Paris S-G,fr FRA,0.0,0.0,0
90,Sergio Rico,Paris S-G,fr FRA,0.0,0.0,0
91,Sekou Yansané,Paris S-G,fr FRA,0.0,0.0,0
92,Edouard Mendy,Chelsea,eng ENG,0.0,0.0,900
93,Antonio Rüdiger,Chelsea,eng ENG,0.0,0.02,900
94,Jorginho,Chelsea,eng ENG,0.12,0.03,737
95,Andreas Christensen,Chelsea,eng ENG,0.0,0.02,720
96,Mateo Kovačić,Chelsea,eng ENG,0.64,0.23,702
97,César Azpilicueta,Chelsea,eng ENG,0.29,0.19,631
98,Romelu Lukaku,Chelsea,eng ENG,0.0,0.28,615
99,Kai Havertz,Chelsea,eng ENG,0.0,0.01,570
100,Thiago Silva,Chelsea,eng ENG,0.0,0.02,647
101,Marcos Alonso,Chelsea,eng ENG,0.17,0.14,535
102,Reece James,Chelsea,eng ENG,0.59,0.39,458
103,Trevoh Chalobah,Chelsea,eng ENG,0.0,0.0,454
104,Mason Mount,Chelsea,eng ENG,0.4,0.42,454
105,Ben Chilwell,Chelsea,eng ENG,0.0,0.14,450
106,N'Golo Kanté,Chelsea,eng ENG,0.0,0.1,405
107,Callum Hudson-Odoi,Chelsea,eng ENG,0.0,0.3,385
108,Timo Werner,Chelsea,eng ENG,0.23,0.04,391
109,Ruben Loftus-Cheek,Chelsea,eng ENG,0.69,0.19,259
110,Hakim Ziyech,Chelsea,eng ENG,0.0,0.09,183
111,Ross Barkley,Chelsea,eng ENG,0.0,0.36,128
112,Kepa Arrizabalaga,Chelsea,eng ENG,0.0,0.0,90
113,Malang Sarr,Chelsea,eng ENG,0.0,0.0,90
114,Christian Pulisic,Chelsea,eng ENG,0.0,0.0,87
115,Saúl Ñíguez,Chelsea,eng ENG,0.0,0.0,48
116,Emerson Palmieri,Chelsea,eng ENG,0.0,0.0,5
117,Tammy Abraham,Chelsea,eng ENG,0.0,0.0,0
118,Marcus Bettinelli,Chelsea,eng ENG,0.0,0.0,0
119,Kurt Zouma,Chelsea,eng ENG,0.0,0.0,0
120,Manuel Neuer,Bayern Munich,de GER,0.0,0.0,1080
121,Robert Lewandowski,Bayern Munich,de GER,0.09,0.24,998
122,Thomas Müller,Bayern Munich,de GER,0.85,0.49,957
123,Joshua Kimmich,Bayern Munich,de GER,0.28,0.3,971
124,Dayot Upamecano,Bayern Munich,de GER,0.41,0.06,877
125,Alphonso Davies,Bayern Munich,de GER,0.32,0.36,840
126,Leon Goretzka,Bayern Munich,de GER,0.23,0.29,774
127,Leroy Sané,Bayern Munich,de GER,0.48,0.35,757
128,Niklas Süle,Bayern Munich,de GER,0.11,0.07,832
129,Lucas Hernández,Bayern Munich,de GER,0.0,0.03,736
130,Serge Gnabry,Bayern Munich,de GER,0.0,0.18,725
131,Josip Stanišić,Bayern Munich,de GER,0.0,0.02,406
132,Benjamin Pavard,Bayern Munich,de GER,0.0,0.0,319
133,Jamal Musiala,Bayern Munich,de GER,0.72,0.52,376
134,Marcel Sabitzer,Bayern Munich,de GER,0.0,0.19,300
135,Kingsley Coman,Bayern Munich,de GER,0.0,0.09,231
136,Omar Richards,Bayern Munich,de GER,0.0,0.0,205
137,Corentin Tolisso,Bayern Munich,de GER,0.0,0.04,128
138,Nianzou Kouassi,Bayern Munich,de GER,0.75,0.25,120
139,Eric Maxim Choupo-Moting,Bayern Munich,de GER,0.0,0.05,154
140,Bouna Sarr,Bayern Munich,de GER,0.0,0.0,48
141,Chris Richards,Bayern Munich,de GER,0.0,0.0,3
142,Mickaël Cuisance,Bayern Munich,de GER,0.0,0.0,0
143,Christian Früchtl,Bayern Munich,de GER,0.0,0.0,0
144,Marc Roca,Bayern Munich,de GER,0.0,0.0,0
145,Malik Tillman,Bayern Munich,de GER,0.0,0.0,0
146,Sven Ulreich,Bayern Munich,de GER,0.0,0.0,0
147,Thibaut Courtois,Real Madrid,es ESP,0.0,0.0,1080
148,Éder Militão,Real Madrid,es ESP,0.0,0.01,1080
149,David Alaba,Real Madrid,es ESP,0.27,0.15,990
150,Karim Benzema,Real Madrid,es ESP,0.65,0.32,969
151,Vinicius Júnior,Real Madrid,es ESP,0.2,0.14,913
152,Casemiro,Real Madrid,es ESP,0.1,0.06,906
153,Federico Valverde,Real Madrid,es ESP,0.13,0.07,713
154,Nacho,Real Madrid,es ESP,0.0,0.03,620
155,Luka Modrić,Real Madrid,es ESP,0.34,0.18,536
156,Lucas Vázquez,Real Madrid,es ESP,0.0,0.11,537
157,Toni Kroos,Real Madrid,es ESP,0.0,0.16,420
158,Dani Carvajal,Real Madrid,es ESP,0.0,0.13,415
159,Marco Asensio,Real Madrid,es ESP,0.0,0.22,450
160,Rodrygo,Real Madrid,es ESP,0.23,0.06,383
161,Eden Hazard,Real Madrid,es ESP,0.26,0.19,351
162,Eduardo Camavinga,Real Madrid,es ESP,0.0,0.02,340
163,Ferland Mendy,Real Madrid,es ESP,0.0,0.04,273
164,Miguel Gutiérrez,Real Madrid,es ESP,0.35,0.17,260
165,Gareth Bale,Real Madrid,es ESP,0.0,0.02,190
166,Isco,Real Madrid,es ESP,0.0,0.12,168
167,Mariano,Real Madrid,es ESP,1.0,0.18,90
168,Marcelo,Real Madrid,es ESP,0.0,0.0,89
169,Luka Jović,Real Madrid,es ESP,1.38,0.14,65
170,Blanco,Real Madrid,es ESP,0.0,0.0,31
171,Sergio Santos,Real Madrid,es ESP,0.0,0.32,11
172,Toni Fuidias,Real Madrid,es ESP,0.0,0.0,0
173,Luis López,Real Madrid,es ESP,0.0,0.0,0
174,Andriy Lunin,Real Madrid,es ESP,0.0,0.0,0
175,Álvaro Odriozola,Real Madrid,es ESP,0.0,0.0,0
176,Jesús Vallejo,Real Madrid,es ESP,0.0,0.0,0
177,Diego Carlos,Sevilla,es ESP,0.0,0.01,989
178,Fernando,Sevilla,es ESP,0.1,0.03,932
179,Yassine Bounou,Sevilla,es ESP,0.1,0.05,900
180,Jules Koundé,Sevilla,es ESP,0.0,0.1,900
181,Joan Jordán,Sevilla,es ESP,0.12,0.09,769
182,Marcos Acuña,Sevilla,es ESP,0.12,0.18,775
183,Jesús Navas,Sevilla,es ESP,0.22,0.35,832
184,Rafa Mir,Sevilla,es ESP,0.0,0.02,646
185,Ivan Rakitić,Sevilla,es ESP,0.17,0.07,541
186,Suso,Sevilla,es ESP,0.25,0.09,362
187,Érik Lamela,Sevilla,es ESP,0.15,0.15,604
188,Lucas Ocampos,Sevilla,es ESP,0.17,0.03,532
189,Youssef En-Nesyri,Sevilla,es ESP,0.2,0.23,450
190,Thomas Delaney,Sevilla,es ESP,0.23,0.06,384
191,Karim Rekik,Sevilla,es ESP,0.25,0.05,355
192,Gonzalo Montiel,Sevilla,es ESP,0.0,0.19,248
193,Papu Gómez,Sevilla,es ESP,0.0,0.05,349
194,Óscar Rodríguez Arnaiz,Sevilla,es ESP,0.0,0.22,318
195,Óliver Torres,Sevilla,es ESP,0.46,0.04,196
196,Ludwig Augustinsson,Sevilla,es ESP,0.43,0.03,209
197,Marko Dmitrović,Sevilla,es ESP,0.0,0.0,180
198,Munir El Haddadi,Sevilla,es ESP,0.0,0.02,173
199,Nemanja Gudelj,Sevilla,es ESP,0.0,0.0,127
200,Oussama Idrissi,Sevilla,es ESP,0.0,0.14,73
201,Pedro Ortiz,Sevilla,es ESP,0.0,4.92,7
202,Iván Romero,Sevilla,es ESP,0.0,0.0,2
203,Carmona,Sevilla,es ESP,0.0,0.0,0
204,Javier Díaz,Sevilla,es ESP,0.0,0.0,0
205,Luuk de Jong,Sevilla,es ESP,0.0,0.0,0
206,Alfonso Pastor,Sevilla,es ESP,0.0,0.0,0
207,Pablo Pérez,Sevilla,es ESP,0.0,0.0,0
208,Alejandro Pozo Pozo,Sevilla,es ESP,0.0,0.0,0
209,Manuel Akanji,Dortmund,de GER,0.0,0.0,990
210,Jude Bellingham,Dortmund,de GER,0.28,0.15,951
211,Gregor Kobel,Dortmund,de GER,0.0,0.0,945
212,Marco Reus,Dortmund,de GER,0.41,0.15,888
213,Axel Witsel,Dortmund,de GER,0.0,0.0,750
214,Thomas Meunier,Dortmund,de GER,0.4,0.28,672
215,Donyell Malen,Dortmund,de GER,0.0,0.08,663
216,Mats Hummels,Dortmund,de GER,0.15,0.02,595
217,Julian Brandt,Dortmund,de GER,0.16,0.28,547
218,Erling Haaland,Dortmund,de GER,0.67,0.35,540
219,Mahmoud Dahoud,Dortmund,de GER,0.0,0.19,482
220,Raphaël Guerreiro,Dortmund,de GER,0.0,0.19,487
221,Marin Pongračić,Dortmund,de GER,0.0,0.0,371
222,Thorgan Hazard,Dortmund,de GER,0.0,0.27,424
223,Marius Wolf,Dortmund,de GER,0.0,0.15,291
224,Nico Schulz,Dortmund,de GER,0.0,0.0,245
225,Gio Reyna,Dortmund,de GER,0.0,0.51,218
226,Felix Passlack,Dortmund,de GER,0.0,0.07,197
227,Emre Can,Dortmund,de GER,0.0,0.0,195
228,Youssoufa Moukoko,Dortmund,de GER,0.0,0.06,101
229,Ansgar Knauff,Dortmund,de GER,0.0,0.0,83
230,Steffen Tigges,Dortmund,de GER,0.0,0.35,62
231,Reinier,Dortmund,de GER,0.0,0.0,58
232,Marwin Hitz,Dortmund,de GER,0.0,0.0,45
233,Thomas Delaney,Dortmund,de GER,0.0,0.0,18
234,Antonios Papadopoulos,Dortmund,de GER,0.0,0.0,13
235,Dan-Axel Zagadou,Dortmund,de GER,0.0,0.0,5
236,Lennard Maloney,Dortmund,de GER,0.0,0.0,3
237,Göktan Gürpüz,Dortmund,de GER,0.0,0.0,0
238,Tobias Raschl,Dortmund,de GER,0.0,0.0,0
239,Robin Le Normand,Real Sociedad,es ESP,0.0,0.01,1170
240,Mikel Merino,Real Sociedad,es ESP,0.08,0.09,1159
241,Aritz Elustondo,Real Sociedad,es ESP,0.08,0.01,1071
242,Álex Remiro,Real Sociedad,es ESP,0.0,0.0,990
243,Aihen Muñoz,Real Sociedad,es ESP,0.0,0.01,884
244,Martín Zubimendi,Real Sociedad,es ESP,0.1,0.03,881
245,Alexander Isak,Real Sociedad,es ESP,0.13,0.13,678
246,Andoni Gorosabel,Real Sociedad,es ESP,0.12,0.07,759
247,Mikel Oyarzabal,Real Sociedad,es ESP,0.14,0.17,643
248,David Silva,Real Sociedad,es ESP,0.16,0.14,566
249,Portu,Real Sociedad,es ESP,0.14,0.1,629
250,Adnan Januzaj,Real Sociedad,es ESP,0.0,0.22,542
251,Joseba Zaldúa,Real Sociedad,es ESP,0.0,0.04,496
252,Alexander Sørloth,Real Sociedad,es ESP,0.0,0.19,395
253,Ander Guevara,Real Sociedad,es ESP,0.0,0.03,350
254,Ander Barrenetxea,Real Sociedad,es ESP,0.29,0.14,311
255,Roberto Navarro,Real Sociedad,es ESP,0.0,0.03,172
256,Julen Lobete,Real Sociedad,es ESP,0.0,0.0,267
257,Igor Zubeldia,Real Sociedad,es ESP,0.37,0.0,243
258,Mathew Ryan,Real Sociedad,es ESP,0.0,0.0,180
259,Diego Rico,Real Sociedad,es ESP,0.0,0.0,130
260,Beñat Turrientes,Real Sociedad,es ESP,0.0,0.07,144
261,Germán Valera,Real Sociedad,es ESP,0.0,0.0,51
262,Jon Bautista,Real Sociedad,es ESP,0.0,0.0,45
263,Jon Pacheco,Real Sociedad,es ESP,0.0,0.0,41
264,Cristo,Real Sociedad,es ESP,0.0,0.39,17
265,Jon Guridi,Real Sociedad,es ESP,0.0,0.0,10
266,Gaizka Ayesa,Real Sociedad,es ESP,0.0,0.0,0
267,Naïs Djouahra,Real Sociedad,es ESP,0.0,0.0,0
268,Urko González,Real Sociedad,es ESP,0.0,0.0,0
269,Asier Illarramendi,Real Sociedad,es ESP,0.0,0.0,0
270,Jon Karrikaburu,Real Sociedad,es ESP,0.0,0.0,0
271,João Cancelo,Manchester City,eng ENG,0.18,0.13,977
272,Rúben Dias,Manchester City,eng ENG,0.1,0.1,919
273,Ederson,Manchester City,eng ENG,0.0,0.0,900
274,Bernardo Silva,Manchester City,eng ENG,0.11,0.15,847
275,Rodri,Manchester City,eng ENG,0.0,0.03,810
276,Gabriel Jesus,Manchester City,eng ENG,0.59,0.25,766
277,Kyle Walker,Manchester City,eng ENG,0.0,0.04,765
278,Jack Grealish,Manchester City,eng ENG,0.24,0.35,738
279,Aymeric Laporte,Manchester City,eng ENG,0.0,0.01,655
280,İlkay Gündoğan,Manchester City,eng ENG,0.0,0.26,592
281,Phil Foden,Manchester City,eng ENG,0.16,0.26,555
282,Kevin De Bruyne,Manchester City,eng ENG,0.0,0.34,453
283,Ferrán Torres,Manchester City,eng ENG,0.3,0.01,303
284,Raheem Sterling,Manchester City,eng ENG,0.0,0.12,381
285,Nathan Aké,Manchester City,eng ENG,0.0,0.0,270
286,Riyad Mahrez,Manchester City,eng ENG,0.34,0.35,265
287,John Stones,Manchester City,eng ENG,0.0,0.0,212
288,Fernandinho,Manchester City,eng ENG,0.0,0.22,188
289,Zack Steffen,Manchester City,eng ENG,0.0,0.0,90
290,Benjamin Mendy,Manchester City,eng ENG,0.0,0.3,78
291,Oleksandr Zinchenko,Manchester City,eng ENG,0.0,0.0,57
292,Cole Palmer,Manchester City,eng ENG,0.0,0.0,23
293,Scott Carson,Manchester City,eng ENG,0.0,0.0,0
294,Thomas Doyle,Manchester City,eng ENG,0.0,0.0,0
295,Samuel Edozie,Manchester City,eng ENG,0.0,0.0,0
296,Roméo Lavia,Manchester City,eng ENG,0.0,0.0,0
297,Luke Mbete-Tatu,Manchester City,eng ENG,0.0,0.0,0
298,Cieran Slicker,Manchester City,eng ENG,0.0,0.0,0
299,Josh Wilson-Esbrand,Manchester City,eng ENG,0.0,0.0,0
300,Aaron Cresswell,West Ham,eng ENG,0.09,0.11,990
301,Łukasz Fabiański,West Ham,eng ENG,0.0,0.0,990
302,Declan Rice,West Ham,eng ENG,0.27,0.11,990
303,Tomáš Souček,West Ham,eng ENG,0.09,0.02,978
304,Pablo Fornals,West Ham,eng ENG,0.09,0.14,972
305,Jarrod Bowen,West Ham,eng ENG,0.38,0.22,957
306,Angelo Ogbonna,West Ham,eng ENG,0.0,0.0,921
307,Saïd Benrahma,West Ham,eng ENG,0.3,0.14,911
308,Michail Antonio,West Ham,eng ENG,0.3,0.28,895
309,Vladimír Coufal,West Ham,eng ENG,0.14,0.18,638
310,Kurt Zouma,West Ham,eng ENG,0.0,0.0,630
311,Craig Dawson,West Ham,eng ENG,0.0,0.01,443
312,Ben Johnson,West Ham,eng ENG,0.0,0.05,361
313,Nikola Vlašić,West Ham,eng ENG,0.0,0.09,109
314,Manuel Lanzini,West Ham,eng ENG,1.73,1.47,52
315,Andriy Yarmolenko,West Ham,eng ENG,0.0,0.06,40
316,Arthur Masuaku,West Ham,eng ENG,0.0,0.0,5
317,Mark Noble,West Ham,eng ENG,0.0,0.0,4
318,Ryan Fredericks,West Ham,eng ENG,0.0,0.0,3
319,Alphonse Areola,West Ham,eng ENG,0.0,0.0,0
320,Harrison Ashby,West Ham,eng ENG,0.0,0.0,0
321,Jamal Baptiste,West Ham,eng ENG,0.0,0.0,0
322,Conor Coventry,West Ham,eng ENG,0.0,0.0,0
323,Issa Diop,West Ham,eng ENG,0.0,0.0,0
324,Alex Král,West Ham,eng ENG,0.0,0.0,0
325,Samir Handanović,Inter,it ITA,0.0,0.0,1080
326,Nicolò Barella,Inter,it ITA,0.45,0.24,1003
327,Marcelo Brozović,Inter,it ITA,0.09,0.03,981
328,Milan Škriniar,Inter,it ITA,0.0,0.0,990
329,Stefan de Vrij,Inter,it ITA,0.0,0.0,954
330,Alessandro Bastoni,Inter,it ITA,0.0,0.05,867
331,Ivan Perišić,Inter,it ITA,0.12,0.15,765
332,Edin Džeko,Inter,it ITA,0.11,0.15,846
333,Matteo Darmian,Inter,it ITA,0.12,0.06,770
334,Lautaro Martínez,Inter,it ITA,0.13,0.1,713
335,Hakan Çalhanoğlu,Inter,it ITA,0.28,0.24,646
336,Federico Dimarco,Inter,it ITA,0.38,0.41,473
337,Denzel Dumfries,Inter,it ITA,0.47,0.25,383
338,Joaquín Correa,Inter,it ITA,0.0,0.1,257
339,Roberto Gagliardini,Inter,it ITA,0.44,0.37,204
340,Matías Vecino,Inter,it ITA,0.0,0.15,207
341,Alexis Sánchez,Inter,it ITA,1.03,0.21,174
342,Danilo D'Ambrosio,Inter,it ITA,0.0,0.0,131
343,Andrea Ranocchia,Inter,it ITA,0.0,0.0,114
344,Stefano Sensi,Inter,it ITA,0.0,0.16,113
345,Arturo Vidal,Inter,it ITA,0.55,0.17,164
346,Aleksandar Kolarov,Inter,it ITA,0.0,0.0,29
347,Martin Satriano,Inter,it ITA,0.0,0.0,16
348,Lucien Agoume,Inter,it ITA,0.0,0.0,0
349,Alex Cordaz,Inter,it ITA,0.0,0.0,0
350,Andrea Pinamonti,Inter,it ITA,0.0,0.0,0
351,Ionuț Radu,Inter,it ITA,0.0,0.0,0
352,Mattia Sangalli,Inter,it ITA,0.0,0.0,0
353,Virgil van Dijk,Liverpool,eng ENG,0.09,0.01,990
354,Mohamed Salah,Liverpool,eng ENG,0.64,0.42,990
355,Sadio Mané,Liverpool,eng ENG,0.0,0.11,914
356,Alisson,Liverpool,eng ENG,0.0,0.0,900
357,Jordan Henderson,Liverpool,eng ENG,0.22,0.18,818
358,Trent Alexander-Arnold,Liverpool,eng ENG,0.46,0.44,784
359,Joël Matip,Liverpool,eng ENG,0.0,0.02,720
360,Andrew Robertson,Liverpool,eng ENG,0.13,0.27,688
361,Diogo Jota,Liverpool,eng ENG,0.13,0.32,679
362,Fabinho,Liverpool,eng ENG,0.16,0.05,559
363,James Milner,Liverpool,eng ENG,0.25,0.1,365
364,Naby Keïta,Liverpool,eng ENG,0.25,0.21,362
365,Roberto Firmino,Liverpool,eng ENG,0.24,0.19,371
366,Curtis Jones,Liverpool,eng ENG,0.28,0.04,322
367,Kostas Tsimikas,Liverpool,eng ENG,0.3,0.27,301
368,Ibrahima Konaté,Liverpool,eng ENG,0.0,0.04,270
369,Harvey Elliott,Liverpool,eng ENG,0.0,0.11,250
370,Alex Oxlade-Chamberlain,Liverpool,eng ENG,0.34,0.12,262
371,Thiago Alcántara,Liverpool,eng ENG,0.45,0.18,200
372,Caoimhín Kelleher,Liverpool,eng ENG,0.0,0.0,90
373,Divock Origi,Liverpool,eng ENG,0.0,0.0,18
374,Takumi Minamino,Liverpool,eng ENG,0.0,0.0,15
375,Joe Gomez,Liverpool,eng ENG,0.0,0.0,14
376,Neco Williams,Liverpool,eng ENG,11.25,6.5,8
377,Adrián,Liverpool,eng ENG,0.0,0.0,0
378,Tyler Morton,Liverpool,eng ENG,0.0,0.0,0
379,Nathaniel Phillips,Liverpool,eng ENG,0.0,0.0,0
380,Ben Woodburn,Liverpool,eng ENG,0.0,0.0,0
381,Mark Flekken,Freiburg,de GER,0.0,0.01,990
382,Christian Günter,Freiburg,de GER,0.27,0.28,990
383,Philipp Lienhart,Freiburg,de GER,0.0,0.0,990
384,Nico Schlotterbeck,Freiburg,de GER,0.0,0.07,990
385,Lucas Höler,Freiburg,de GER,0.1,0.08,881
386,Vincenzo Grifo,Freiburg,de GER,0.22,0.23,832
387,Jeong Woo-yeong,Freiburg,de GER,0.0,0.02,738
388,Nicolas Höfler,Freiburg,de GER,0.0,0.04,719
389,Lukas Kübler,Freiburg,de GER,0.0,0.01,700
390,Maximilian Eggestein,Freiburg,de GER,0.15,0.09,599
391,Manuel Gulde,Freiburg,de GER,0.0,0.02,547
392,Yannik Keitel,Freiburg,de GER,0.0,0.01,447
393,Roland Sallai,Freiburg,de GER,0.23,0.11,391
394,Kevin Schade,Freiburg,de GER,0.0,0.08,276
395,Jonathan Schmid,Freiburg,de GER,0.0,0.02,180
396,Janik Haberer,Freiburg,de GER,0.0,0.02,231
397,Kiliann Sildillia,Freiburg,de GER,0.0,0.15,105
398,Ermedin Demirović,Freiburg,de GER,0.0,0.06,113
399,Nils Petersen,Freiburg,de GER,0.0,0.0,107
400,Dominique Heintz,Freiburg,de GER,0.0,0.0,29
401,Baptiste Santamaria,Freiburg,de GER,0.0,0.0,21
402,Noah Weißhaupt,Freiburg,de GER,0.0,0.0,12
403,Keven Schlotterbeck,Freiburg,de GER,0.0,0.0,2
404,Nishan Burkart,Freiburg,de GER,0.0,0.0,0
405,Benjamin Uphoff,Freiburg,de GER,0.0,0.0,0
406,Jan Oblak,Atlético Madrid,es ESP,0.0,0.0,1080
407,Yannick Carrasco,Atlético Madrid,es ESP,0.2,0.14,914
408,Stefan Savić,Atlético Madrid,es ESP,0.0,0.01,900
409,Mario Hermoso,Atlético Madrid,es ESP,0.11,0.06,790
410,José María Giménez,Atlético Madrid,es ESP,0.0,0.0,807
411,Koke,Atlético Madrid,es ESP,0.0,0.02,785
412,Luis Suárez,Atlético Madrid,es ESP,0.11,0.1,785
413,Kieran Trippier,Atlético Madrid,es ESP,0.0,0.02,706
414,Ángel Correa,Atlético Madrid,es ESP,0.38,0.26,703
415,Marcos Llorente,Atlético Madrid,es ESP,0.0,0.1,694
416,Antoine Griezmann,Atlético Madrid,es ESP,0.0,0.12,609
417,Rodrigo De Paul,Atlético Madrid,es ESP,0.15,0.28,619
418,Thomas Lemar,Atlético Madrid,es ESP,0.47,0.21,384
419,Geoffrey Kondogbia,Atlético Madrid,es ESP,0.0,0.02,399
420,Felipe,Atlético Madrid,es ESP,0.24,0.07,370
421,João Félix,Atlético Madrid,es ESP,0.28,0.21,326
422,Renan Lodi,Atlético Madrid,es ESP,0.0,0.11,305
423,Héctor Herrera,Atlético Madrid,es ESP,0.0,0.04,236
424,Saúl Ñíguez,Atlético Madrid,es ESP,0.45,0.05,201
425,Matheus Cunha,Atlético Madrid,es ESP,0.0,0.0,145
426,Šime Vrsaljko,Atlético Madrid,es ESP,0.83,0.18,108
427,Sergio Camello,Atlético Madrid,es ESP,0.0,0.0,0
428,Ivo Grbić,Atlético Madrid,es ESP,0.0,0.0,0
