,Player,Team,Country,Assists p90,xA p90,Mins
1910,Théo Le Bris,Lorient,fr FRA,0.0,0.0,52
1911,Aboubacar Ouattara,Lorient,fr FRA,0.0,0.0,42
1912,Pierre-Yves Hamel,Lorient,fr FRA,0.0,0.39,30
1913,Sambou Soumano,Lorient,fr FRA,0.0,0.12,24
1914,Baptiste Mouazan,Lorient,fr FRA,0.0,0.0,14
1915,Redwan Bourles,Lorient,fr FRA,0.0,0.0,10
1916,Teddy Bartouche,Lorient,fr FRA,0.0,0.0,0
1917,Matthieu Dreyer,Lorient,fr FRA,0.0,0.0,0
1918,Samuel Loric,Lorient,fr FRA,0.0,0.0,0
1919,Bamo Meïté,Lorient,fr FRA,0.0,0.0,0
1920,Loris Mouyokolo,Lorient,fr FRA,0.0,0.0,0
1921,Ivan Toney,Brentford,eng ENG,0.18,0.24,990
1922,Pontus Jansson,Brentford,eng ENG,0.09,0.03,981
1923,Christian Nørgaard,Brentford,eng ENG,0.09,0.07,977
1924,Rico Henry,Brentford,eng ENG,0.0,0.02,952
1925,Sergi Canós,Brentford,eng ENG,0.0,0.09,904
1926,Ethan Pinnock,Brentford,eng ENG,0.1,0.1,897
1927,Bryan Mbeumo,Brentford,eng ENG,0.0,0.1,827
1928,David Raya,Brentford,eng ENG,0.0,0.0,810
1929,Vitaly Janelt,Brentford,eng ENG,0.0,0.09,579
1930,Frank Onyeka,Brentford,eng ENG,0.0,0.03,532
1931,Kristoffer Ajer,Brentford,eng ENG,0.0,0.05,565
1932,Mathias Jørgensen,Brentford,eng ENG,0.0,0.02,428
1933,Mathias Jensen,Brentford,eng ENG,0.21,0.22,433
1934,Shandon Baptiste,Brentford,eng ENG,0.0,0.0,190
1935,Álvaro Fernández,Brentford,eng ENG,0.0,0.0,180
1936,Saman Ghoddos,Brentford,eng ENG,0.45,0.33,198
1937,Marcus Forss,Brentford,eng ENG,0.0,0.0,175
1938,Charlie Goode,Brentford,eng ENG,0.0,0.09,79
1939,Yoane Wissa,Brentford,eng ENG,0.0,0.0,61
1940,Mads Roerslev,Brentford,eng ENG,0.0,0.0,60
1941,Mads Bidstrup,Brentford,eng ENG,0.0,0.0,25
1942,Mads Bech Sørensen,Brentford,eng ENG,0.0,0.0,20
1943,Matthew Cox,Brentford,eng ENG,0.0,0.0,0
1944,Halil Dervişoğlu,Brentford,eng ENG,0.0,0.0,0
1945,Tariqe Fosu,Brentford,eng ENG,0.0,0.0,0
1946,Patrik Gunnarsson,Brentford,eng ENG,0.0,0.0,0
1947,Edmond-Paris Maghoma,Brentford,eng ENG,0.0,0.0,0
1948,Finley Stevens,Brentford,eng ENG,0.0,0.0,0
1949,Dominic Thompson,Brentford,eng ENG,0.0,0.0,0
1950,Martin Hinteregger,Eint Frankfurt,de GER,0.0,0.02,990
1951,Kevin Trapp,Eint Frankfurt,de GER,0.0,0.0,990
1952,Djibril Sow,Eint Frankfurt,de GER,0.19,0.09,941
1953,Rafael Borré,Eint Frankfurt,de GER,0.0,0.02,838
1954,Filip Kostić,Eint Frankfurt,de GER,0.44,0.36,818
1955,Obite N'Dicka,Eint Frankfurt,de GER,0.11,0.01,810
1956,Daichi Kamada,Eint Frankfurt,de GER,0.14,0.13,653
1957,Erik Durm,Eint Frankfurt,de GER,0.19,0.12,474
1958,Kristijan Jakić,Eint Frankfurt,de GER,0.0,0.03,504
1959,Jesper Lindstrøm,Eint Frankfurt,de GER,0.0,0.28,485
1960,Jens Petter Hauge,Eint Frankfurt,de GER,0.0,0.03,531
1961,Sam Lammers,Eint Frankfurt,de GER,0.0,0.04,355
1962,Tuta,Eint Frankfurt,de GER,0.0,0.01,353
1963,Ajdin Hrustic,Eint Frankfurt,de GER,0.0,0.1,338
1964,Christopher Lenz,Eint Frankfurt,de GER,0.0,0.05,315
1965,Almamy Touré,Eint Frankfurt,de GER,0.0,0.0,281
1966,Makoto Hasebe,Eint Frankfurt,de GER,0.0,0.03,259
1967,Timothy Chandler,Eint Frankfurt,de GER,0.0,0.05,226
1968,Danny da Costa,Eint Frankfurt,de GER,0.0,0.02,301
1969,Stefan Ilsanker,Eint Frankfurt,de GER,0.0,0.0,151
1970,Aymen Barkok,Eint Frankfurt,de GER,0.0,0.0,95
1971,Gonçalo Paciência,Eint Frankfurt,de GER,0.0,0.06,62
1972,Sebastian Rode,Eint Frankfurt,de GER,0.0,0.06,65
1973,Ragnar Ache,Eint Frankfurt,de GER,1.64,0.0,55
1974,Diant Ramaj,Eint Frankfurt,de GER,0.0,0.0,0
1975,Amin Younes,Eint Frankfurt,de GER,0.0,0.0,0
1976,Luis Rioja,Alavés,es ESP,0.0,0.06,993
1977,Víctor Laguardia,Alavés,es ESP,0.09,0.0,990
1978,Rubén Duarte,Alavés,es ESP,0.1,0.05,939
1979,Joselu,Alavés,es ESP,0.09,0.12,949
1980,Fernando Pacheco,Alavés,es ESP,0.0,0.0,893
1981,Ximo Navarro,Alavés,es ESP,0.0,0.02,708
1982,Loum Ndiaye,Alavés,es ESP,0.0,0.01,780
1983,Toni Moya,Alavés,es ESP,0.0,0.14,586
1984,Tomás Pina Isla,Alavés,es ESP,0.0,0.0,561
1985,Matt Miazga,Alavés,es ESP,0.0,0.01,545
1986,Florian Lejeune,Alavés,es ESP,0.0,0.0,540
1987,Martin Agirregabiria,Alavés,es ESP,0.17,0.04,530
1988,Facundo Pellistri,Alavés,es ESP,0.0,0.07,491
1989,Manu García,Alavés,es ESP,0.0,0.12,423
1990,Pere Pons,Alavés,es ESP,0.0,0.04,405
1991,Édgar Méndez,Alavés,es ESP,0.0,0.09,310
1992,Mamadou Sylla,Alavés,es ESP,0.0,0.02,261
1993,Miguel,Alavés,es ESP,0.41,0.07,221
1994,John Guidetti,Alavés,es ESP,0.0,0.1,261
1995,Antonio Sivera,Alavés,es ESP,0.0,0.0,187
1996,Javi López,Alavés,es ESP,0.0,0.03,105
1997,Tachi,Alavés,es ESP,0.0,0.0,97
1998,Iván Martín,Alavés,es ESP,0.0,0.0,76
1999,Saúl García,Alavés,es ESP,0.0,0.0,4
2000,Abdelkabir Abqar,Alavés,es ESP,0.0,0.0,0
2001,Alan Godoy,Alavés,es ESP,0.0,0.0,0
2002,Taichi Hara,Alavés,es ESP,0.0,0.0,0
2003,Jesús Owono,Alavés,es ESP,0.0,0.0,0
2004,Lucas Pérez,Alavés,es ESP,0.0,0.0,0
2005,Liam Cooper,Leeds United,eng ENG,0.09,0.0,990
2006,Illan Meslier,Leeds United,eng ENG,0.0,0.0,990
2007,Stuart Dallas,Leeds United,eng ENG,0.09,0.09,977
2008,Raphael Dias Belloli,Leeds United,eng ENG,0.0,0.22,817
2009,Rodrigo,Leeds United,eng ENG,0.0,0.32,762
2010,Kalvin Phillips,Leeds United,eng ENG,0.12,0.02,720
2011,Jack Harrison,Leeds United,eng ENG,0.0,0.1,667
2012,Pascal Struijk,Leeds United,eng ENG,0.0,0.0,658
2013,Daniel James,Leeds United,eng ENG,0.16,0.05,564
2014,Mateusz Klich,Leeds United,eng ENG,0.16,0.2,555
2015,Diego Llorente,Leeds United,eng ENG,0.0,0.01,546
2016,Jamie Shackleton,Leeds United,eng ENG,0.0,0.01,488
2017,Junior Firpo,Leeds United,eng ENG,0.0,0.09,464
2018,Luke Ayling,Leeds United,eng ENG,0.0,0.0,448
2019,Patrick Bamford,Leeds United,eng ENG,0.41,0.12,436
2020,Tyler Roberts,Leeds United,eng ENG,0.0,0.24,309
2021,Adam Forshaw,Leeds United,eng ENG,0.0,0.07,130
2022,Charlie Cresswell,Leeds United,eng ENG,0.0,0.0,91
2023,Robin Koch,Leeds United,eng ENG,0.0,0.0,90
2024,Crysencio Summerville,Leeds United,eng ENG,0.0,0.0,72
2025,Joe Gelhardt,Leeds United,eng ENG,0.0,0.08,43
2026,Hélder Costa,Leeds United,eng ENG,0.0,0.0,22
2027,Cody Drameh,Leeds United,eng ENG,0.0,0.0,20
2028,Lewis Bate,Leeds United,eng ENG,0.0,0.0,0
2029,Leo Fuhr Hjelde,Leeds United,eng ENG,0.0,0.0,0
2030,Sam Greenwood,Leeds United,eng ENG,0.0,0.0,0
2031,Nohan Kenneh,Leeds United,eng ENG,0.0,0.0,0
2032,Kristoffer Klaesson,Leeds United,eng ENG,0.0,0.0,0
2033,Liam McCarron,Leeds United,eng ENG,0.0,0.0,0
2034,Stuart McKinstry,Leeds United,eng ENG,0.0,0.0,0
2035,Gauthier Gallon,Troyes,fr FRA,0.0,0.0,1170
2036,Rominigue Kouamé,Troyes,fr FRA,0.08,0.07,1170
2037,Jimmy Giraudon,Troyes,fr FRA,0.0,0.02,1079
2038,Giulian Biancone,Troyes,fr FRA,0.2,0.07,896
2039,Yoann Salmier,Troyes,fr FRA,0.0,0.01,885
2040,Renaud Ripart,Troyes,fr FRA,0.11,0.11,840
2041,Issa Kaboré,Troyes,fr FRA,0.11,0.15,799
2042,Xavier Chavalerin,Troyes,fr FRA,0.11,0.1,794
2043,Mama Samba Baldé,Troyes,fr FRA,0.12,0.12,722
2044,Yoann Touzghar,Troyes,fr FRA,0.0,0.04,683
2045,Oualid El Hajjam,Troyes,fr FRA,0.0,0.09,617
2046,Florian Tardieu,Troyes,fr FRA,0.0,0.11,540
2047,Gerson Rodrigues,Troyes,fr FRA,0.0,0.02,465
2048,Youssouf Koné,Troyes,fr FRA,0.0,0.05,411
2049,Karim Azamoum,Troyes,fr FRA,0.0,0.0,388
2050,Dylan Chambost,Troyes,fr FRA,0.32,0.13,280
2051,Adil Rami,Troyes,fr FRA,0.0,0.0,320
2052,Tristan Dingomé,Troyes,fr FRA,0.89,0.26,203
2053,Erik Palmer-Brown,Troyes,fr FRA,0.0,0.0,89
2054,Philippe Sandler,Troyes,fr FRA,0.0,0.0,70
2055,Brandon Domingues,Troyes,fr FRA,0.0,0.22,96
2056,Suk Hyun-jun,Troyes,fr FRA,0.0,0.55,78
2057,Banhie Zoukrou,Troyes,fr FRA,0.0,0.0,77
2058,Levi Lumeka,Troyes,fr FRA,0.0,0.0,67
2059,Nassim Chadli,Troyes,fr FRA,0.0,0.0,28
2060,Mykola Kukharevych,Troyes,fr FRA,0.0,0.0,15
2061,Yasser Larouci,Troyes,fr FRA,0.0,0.0,15
2062,Patrick Roberts,Troyes,fr FRA,0.0,0.0,14
2063,Calvin Bombo,Troyes,fr FRA,0.0,0.0,0
2064,Rudy Kohon,Troyes,fr FRA,0.0,0.0,0
2065,Filip Krastev,Troyes,fr FRA,0.0,0.0,0
2066,Derek Mazou-Sacko,Troyes,fr FRA,0.0,0.0,0
2067,Jessy Moulin,Troyes,fr FRA,0.0,0.0,0
2068,Gabriel Mutombo,Troyes,fr FRA,0.0,0.0,0
2069,Sebastien Renot,Troyes,fr FRA,0.0,0.0,0
2070,Pietro Ceccaroni,Venezia,it ITA,0.0,0.0,1080
2071,Gianluca Busio,Venezia,it ITA,0.1,0.11,925
2072,Mattia Caldara,Venezia,it ITA,0.0,0.0,724
2073,David Okereke,Venezia,it ITA,0.0,0.04,709
2074,Pasquale Mazzocchi,Venezia,it ITA,0.0,0.08,700
2075,Dennis Johnsen,Venezia,it ITA,0.0,0.18,626
2076,Domen Črnigoj,Venezia,it ITA,0.0,0.11,594
2077,Mattia Aramu,Venezia,it ITA,0.34,0.18,535
2078,Thomas Henry,Venezia,it ITA,0.16,0.33,569
2079,Niki Mäenpää,Venezia,it ITA,0.0,0.0,495
2080,Michael Svoboda,Venezia,it ITA,0.0,0.0,494
2081,Tyronne Ebuehi,Venezia,it ITA,0.0,0.05,456
2082,Sergio Romero,Venezia,it ITA,0.0,0.0,450
2083,Sofian Kiyine,Venezia,it ITA,0.0,0.09,386
2084,Antonio Vacca,Venezia,it ITA,0.0,0.0,380
2085,Cristian Molinaro,Venezia,it ITA,0.23,0.05,387
2086,Ridgeciano Haps,Venezia,it ITA,0.0,0.03,378
2087,Ethan Ampadu,Venezia,it ITA,0.48,0.13,374
2088,Francesco Forte,Venezia,it ITA,0.0,0.03,300
2089,Daan Heymans,Venezia,it ITA,0.35,0.12,256
2090,Dor Peretz,Venezia,it ITA,0.0,0.04,255
2091,Luca Lezzerini,Venezia,it ITA,0.0,0.01,135
2092,David Schnegg,Venezia,it ITA,0.0,0.02,122
2093,Luca Fiordilino,Venezia,it ITA,0.0,0.01,120
2094,Tanner Tessmann,Venezia,it ITA,0.0,0.01,165
2095,Francesco Di Mariano,Venezia,it ITA,0.0,0.08,62
2096,Arnór Sigurðsson,Venezia,it ITA,0.0,0.0,126
2097,Marco Modolo,Venezia,it ITA,0.0,0.0,21
2098,Jacopo Dezi,Venezia,it ITA,0.0,0.15,16
2099,Nicolas Galazzi,Venezia,it ITA,0.0,0.0,16
2100,Bjarki Bjarkason,Venezia,it ITA,0.0,0.0,0
2101,Bruno,Venezia,it ITA,0.0,0.0,0
2102,Óttar Magnús Karlsson,Venezia,it ITA,0.0,0.0,0
2103,Filippo Neri,Venezia,it ITA,0.0,0.0,0
2104,Arthur Desmas,Clermont Foot,fr FRA,0.0,0.0,1170
2105,Akim Zedadka,Clermont Foot,fr FRA,0.0,0.04,1170
2106,Cédric Hountondji,Clermont Foot,fr FRA,0.0,0.01,1134
2107,Florent Ogier,Clermont Foot,fr FRA,0.0,0.02,1052
2108,Salis Abdul Samed,Clermont Foot,fr FRA,0.0,0.06,996
2109,Vital N'Simba,Clermont Foot,fr FRA,0.19,0.14,966
2110,Jason Berthomier,Clermont Foot,fr FRA,0.22,0.24,831
2111,Mohamed Bayo,Clermont Foot,fr FRA,0.2,0.19,906
2112,Jodel Dossou,Clermont Foot,fr FRA,0.0,0.12,836
2113,Johan Gastien,Clermont Foot,fr FRA,0.11,0.04,793
2114,Elba Rashani,Clermont Foot,fr FRA,0.24,0.26,748
2115,Jim Allevinah,Clermont Foot,fr FRA,0.14,0.05,640
2116,Jonathan Iglesias,Clermont Foot,fr FRA,0.0,0.02,456
2117,Pierre-Yves Hamel,Clermont Foot,fr FRA,0.0,0.04,260
2118,Saîf-Eddine Khaoui,Clermont Foot,fr FRA,0.0,0.04,273
2119,Arial Mendy,Clermont Foot,fr FRA,0.0,0.32,204
2120,Jean-Claude Billong,Clermont Foot,fr FRA,0.0,0.0,154
2121,Oriol Busquets,Clermont Foot,fr FRA,0.0,0.0,65
2122,Jordan Tell,Clermont Foot,fr FRA,0.97,0.95,93
2123,Alidu Seidu,Clermont Foot,fr FRA,0.0,0.0,21
2124,Josué Albert,Clermont Foot,fr FRA,0.0,0.0,0
2125,Julien Boyer,Clermont Foot,fr FRA,0.0,0.0,0
2126,Ouparine Djoco,Clermont Foot,fr FRA,0.0,0.0,0
2127,Aïman Maurer,Clermont Foot,fr FRA,0.0,0.0,0
2128,Karim Mohamed,Clermont Foot,fr FRA,0.0,0.0,0
2129,Bryan Silva Teixeira,Clermont Foot,fr FRA,0.0,0.0,0
2130,Rafał Gikiewicz,Augsburg,de GER,0.0,0.0,1080
2131,Robert Gumny,Augsburg,de GER,0.0,0.02,1028
2132,Reece Oxford,Augsburg,de GER,0.0,0.0,990
2133,Jeffrey Gouweleeuw,Augsburg,de GER,0.0,0.0,900
2134,Daniel Caligiuri,Augsburg,de GER,0.11,0.13,801
2135,Ruben Vargas,Augsburg,de GER,0.23,0.08,773
2136,André Hahn,Augsburg,de GER,0.12,0.13,724
2137,Niklas Dorsch,Augsburg,de GER,0.0,0.0,648
2138,Iago,Augsburg,de GER,0.15,0.07,586
2139,Mads Pedersen,Augsburg,de GER,0.0,0.08,620
2140,Andi Zeqiri,Augsburg,de GER,0.16,0.1,571
2141,Arne Maier,Augsburg,de GER,0.16,0.08,563
2142,Florian Niederlechner,Augsburg,de GER,0.0,0.11,418
2143,Raphael Framberger,Augsburg,de GER,0.0,0.01,323
2144,Tobias Strobl,Augsburg,de GER,0.0,0.0,323
2145,Carlos Gruezo,Augsburg,de GER,0.0,0.01,377
2146,Ohis Felix Uduokhai,Augsburg,de GER,0.0,0.01,270
2147,Sergio Córdova,Augsburg,de GER,0.0,0.05,224
2148,Jan Morávek,Augsburg,de GER,0.0,0.0,146
2149,Alfreð Finnbogason,Augsburg,de GER,0.64,0.11,141
2150,Fredrik Jensen,Augsburg,de GER,0.0,0.13,236
2151,Michael Gregoritsch,Augsburg,de GER,0.0,0.0,91
2152,Noah Joel Sarenren Bazee,Augsburg,de GER,0.0,0.0,42
2153,Lasse Günther,Augsburg,de GER,0.0,0.0,5
2154,Tim Civeja,Augsburg,de GER,0.0,0.0,0
2155,Tomáš Koubek,Augsburg,de GER,0.0,0.0,0
2156,Dominic Schmidt,Augsburg,de GER,0.0,0.0,0
2157,Frederik Winther,Augsburg,de GER,0.0,0.0,0
2158,Yunis Abdelhamid,Reims,fr FRA,0.0,0.01,1170
2159,Wout Faes,Reims,fr FRA,0.0,0.01,1170
2160,Predrag Rajković,Reims,fr FRA,0.0,0.0,1170
2161,Ghislain Konan,Reims,fr FRA,0.09,0.06,990
2162,Andrew Gravillon,Reims,fr FRA,0.0,0.05,977
2163,Azor Matusiwa,Reims,fr FRA,0.0,0.01,762
2164,Thomas Foket,Reims,fr FRA,0.0,0.13,744
2165,Ilan Kebbal,Reims,fr FRA,0.47,0.18,759
2166,Marshall Munetsi,Reims,fr FRA,0.0,0.0,725
2167,Nathanael Mbuku,Reims,fr FRA,0.0,0.1,547
2168,Hugo Ekitike,Reims,fr FRA,0.19,0.18,486
2169,Moreto Cassamã,Reims,fr FRA,0.0,0.03,430
2170,El Bilal Touré,Reims,fr FRA,0.39,0.08,466
2171,Mitchell van Bergen,Reims,fr FRA,0.0,0.04,458
2172,Alexis Flips,Reims,fr FRA,0.68,0.18,395
2173,Mathieu Cafaro,Reims,fr FRA,0.0,0.14,192
2174,Xavier Chavalerin,Reims,fr FRA,0.0,0.06,220
2175,Anastasios Donis,Reims,fr FRA,0.0,0.02,149
2176,Dion Lopy,Reims,fr FRA,0.0,0.02,128
2177,Valon Berisha,Reims,fr FRA,0.0,0.12,225
2178,Philippe Koffi,Reims,fr FRA,0.0,0.08,218
2179,Fodé Doucouré,Reims,fr FRA,0.0,0.02,154
2180,Banzouzi Locko,Reims,fr FRA,0.0,0.06,131
2181,Kaj Sierhuis,Reims,fr FRA,0.0,0.11,80
2182,Sambou Sissoko,Reims,fr FRA,0.0,0.0,77
2183,Bilal Brahimi,Reims,fr FRA,0.0,0.0,0
2184,Yehvann Diouf,Reims,fr FRA,0.0,0.0,0
2185,Kamory Doumbia,Reims,fr FRA,0.0,0.0,0
2186,Moustapha Mbow,Reims,fr FRA,0.0,0.0,0
2187,Nicolas Penneteau,Reims,fr FRA,0.0,0.0,0
2188,Matías Dituro,Celta Vigo,es ESP,0.0,0.0,1170
2189,Javi Galán,Celta Vigo,es ESP,0.08,0.03,1138
2190,Iago Aspas,Celta Vigo,es ESP,0.09,0.23,1058
2191,Santi Mina,Celta Vigo,es ESP,0.28,0.14,973
2192,Hugo Mallo,Celta Vigo,es ESP,0.0,0.11,931
2193,Brais Méndez,Celta Vigo,es ESP,0.2,0.1,921
2194,Denis Suárez,Celta Vigo,es ESP,0.0,0.19,892
2195,Jeison Murillo,Celta Vigo,es ESP,0.0,0.0,857
2196,Renato Tapia,Celta Vigo,es ESP,0.0,0.01,763
2197,Nolito,Celta Vigo,es ESP,0.0,0.06,752
2198,Néstor Araujo,Celta Vigo,es ESP,0.0,0.0,763
2199,Fran Beltrán,Celta Vigo,es ESP,0.0,0.06,673
2200,Joseph Aidoo,Celta Vigo,es ESP,0.0,0.01,426
2201,Franco Cervi,Celta Vigo,es ESP,0.23,0.08,383
2202,Thiago Galhardo,Celta Vigo,es ESP,0.27,0.22,330
2203,Augusto Solari,Celta Vigo,es ESP,0.0,0.04,312
2204,Kevin Vázquez,Celta Vigo,es ESP,0.0,0.0,225
2205,José Fontán,Celta Vigo,es ESP,0.0,0.0,165
2206,Carlos Dominguez,Celta Vigo,es ESP,0.0,0.0,92
2207,Okay Yokuşlu,Celta Vigo,es ESP,0.0,0.0,32
2208,Hugo Álvarez,Celta Vigo,es ESP,0.0,0.0,11
2209,Miguel Baeza,Celta Vigo,es ESP,0.0,0.0,2
2210,Alfon,Celta Vigo,es ESP,0.0,0.0,0
2211,Rubén Blanco,Celta Vigo,es ESP,0.0,0.0,0
2212,Gaizka Campos Bahillo,Celta Vigo,es ESP,0.0,0.0,0
2213,Coke Carrillo,Celta Vigo,es ESP,0.0,0.0,0
2214,Fernando Medrano,Celta Vigo,es ESP,0.0,0.0,0
2215,Hugo Sotelo,Celta Vigo,es ESP,0.0,0.0,0
2216,Luis Javier Suárez,Granada,es ESP,0.0,0.05,903
2217,Carlos Neva,Granada,es ESP,0.0,0.03,912
2218,Luís Maximiano,Granada,es ESP,0.0,0.0,796
2219,Luis Milla,Granada,es ESP,0.23,0.08,777
2220,Ángel Montoro,Granada,es ESP,0.0,0.14,765
2221,Germán Sánchez,Granada,es ESP,0.0,0.0,711
2222,Maxime Gonalons,Granada,es ESP,0.0,0.01,614
2223,Domingos Duarte,Granada,es ESP,0.0,0.0,616
2224,Quini,Granada,es ESP,0.0,0.06,572
2225,Monchu,Granada,es ESP,0.0,0.04,579
2226,Rubén Rochina,Granada,es ESP,0.49,0.09,555
2227,Víctor Díaz,Granada,es ESP,0.0,0.0,516
2228,Darwin Machís,Granada,es ESP,0.0,0.15,466
2229,Luis Abram,Granada,es ESP,0.0,0.0,424
2230,Alberto Soro,Granada,es ESP,0.0,0.11,357
2231,Antonio Puertas,Granada,es ESP,0.0,0.0,490
2232,Carlos Bacca,Granada,es ESP,0.21,0.08,439
2233,Jorge Molina,Granada,es ESP,0.0,0.04,391
2234,Aarón Escandell,Granada,es ESP,0.0,0.0,284
2235,Santiago Arias,Granada,es ESP,0.0,0.07,232
2236,Sergio Escudero,Granada,es ESP,0.39,0.27,228
2237,Dimitri Foulquier,Granada,es ESP,0.0,0.01,180
2238,Yan Brice Eteki,Granada,es ESP,0.0,0.0,64
2239,Isma Ruiz,Granada,es ESP,0.0,0.0,5
2240,Raúl Torrente,Granada,es ESP,0.0,0.0,4
2241,Ángel,Granada,es ESP,0.0,0.0,0
2242,Adrián Butzke,Granada,es ESP,0.0,0.0,0
2243,Cheikh Kané Sarr,Granada,es ESP,0.0,0.0,0
2244,Marco Bizot,Brest,fr FRA,0.0,0.0,1170
2245,Franck Honorat,Brest,fr FRA,0.08,0.21,1096
2246,Romain Faivre,Brest,fr FRA,0.34,0.15,1053
2247,Ronaël Pierre-Gabriel,Brest,fr FRA,0.09,0.04,1025
2248,Brendan Chardonnet,Brest,fr FRA,0.0,0.02,990
2249,Lilian Brassier,Brest,fr FRA,0.0,0.02,965
2250,Steve Mounié,Brest,fr FRA,0.1,0.08,906
2251,Jean-Kevin Duverne,Brest,fr FRA,0.0,0.04,877
2252,Haris Belkebla,Brest,fr FRA,0.0,0.01,737
2253,Hianga Mananga Mbock,Brest,fr FRA,0.0,0.0,702
2254,Irvin Cardona,Brest,fr FRA,0.13,0.11,684
2255,Hugo Magnetti,Brest,fr FRA,0.0,0.01,580
2256,Jere Uronen,Brest,fr FRA,0.0,0.01,442
2257,Lucien Agoume,Brest,fr FRA,0.0,0.03,449
2258,Jérémy Le Douaron,Brest,fr FRA,0.2,0.24,454
2259,Romain Del Castillo,Brest,fr FRA,0.0,0.26,160
2260,Christophe Hérelle,Brest,fr FRA,0.0,0.0,115
2261,Julien Faussurier,Brest,fr FRA,0.0,0.15,202
2262,Youssouph Badji,Brest,fr FRA,0.0,0.1,126
2263,Dénys Bain,Brest,fr FRA,0.0,0.0,90
2264,Romain Philippoteaux,Brest,fr FRA,0.0,0.0,24
2265,Rafiki Said Ahamada,Brest,fr FRA,0.0,0.0,23
2266,Gautier Larsonneur,Brest,fr FRA,0.0,0.0,0
2267,Axel Camblan,Brest,fr FRA,0.0,0.0,0
2268,Grégoire Coudert,Brest,fr FRA,0.0,0.0,0
2269,Noé Sow,Brest,fr FRA,0.0,0.0,0
2270,Alfonso Espino,Cádiz,es ESP,0.0,0.13,1170
2271,Jeremías Ledesma,Cádiz,es ESP,0.0,0.0,1170
2272,Varazdat Haroyan,Cádiz,es ESP,0.0,0.01,935
2273,Fali,Cádiz,es ESP,0.11,0.05,832
2274,Isaac Carcelen,Cádiz,es ESP,0.0,0.02,890
2275,Salvi,Cádiz,es ESP,0.11,0.13,853
2276,Tomás Alarcón,Cádiz,es ESP,0.11,0.08,822
2277,Jens Jønsson,Cádiz,es ESP,0.13,0.1,667
2278,Rubén Sobrino,Cádiz,es ESP,0.13,0.08,709
2279,Anthony Lozano,Cádiz,es ESP,0.14,0.05,624
2280,Álex Fernández,Cádiz,es ESP,0.13,0.04,697
2281,Álvaro Negredo,Cádiz,es ESP,0.0,0.02,546
2282,Víctor Chust,Cádiz,es ESP,0.0,0.0,460
2283,Alberto Perea,Cádiz,es ESP,0.0,0.08,443
2284,Carlos Akapo,Cádiz,es ESP,0.0,0.01,416
2285,Cala,Cádiz,es ESP,0.0,0.0,409
2286,Santiago Arzamendia,Cádiz,es ESP,0.0,0.0,186
2287,Chapela,Cádiz,es ESP,0.0,0.07,185
2288,Álvaro Bastida,Cádiz,es ESP,0.0,0.0,137
2289,Álvaro Jiménez,Cádiz,es ESP,0.0,0.01,184
2290,Milutin Osmajić,Cádiz,es ESP,0.0,0.0,177
2291,Florin Andone,Cádiz,es ESP,0.0,0.0,109
2292,Marcos Mauro López Gutiérrez,Cádiz,es ESP,0.0,0.0,90
2293,Iván Alejo,Cádiz,es ESP,0.0,0.0,69
2294,Martín,Cádiz,es ESP,0.0,0.03,51
2295,Pedro Benito,Cádiz,es ESP,0.0,0.0,31
2296,Juan Flere,Cádiz,es ESP,0.0,0.0,0
2297,David Gil,Cádiz,es ESP,0.0,0.0,0
2298,Raúl Parra,Cádiz,es ESP,0.0,0.0,0
2299,Benoît Costil,Bordeaux,fr FRA,0.0,0.0,1170
2300,Ricardo Mangas,Bordeaux,fr FRA,0.09,0.01,1035
2301,Enock Kwateng,Bordeaux,fr FRA,0.0,0.03,991
2302,Otávio,Bordeaux,fr FRA,0.0,0.01,933
2303,Yacine Adli,Bordeaux,fr FRA,0.32,0.33,834
2304,Hwang Ui-jo,Bordeaux,fr FRA,0.12,0.02,756
2305,Laurent Koscielny,Bordeaux,fr FRA,0.12,0.01,754
2306,Timothee Pembele,Bordeaux,fr FRA,0.0,0.14,676
2307,Stian Rode Gregersen,Bordeaux,fr FRA,0.0,0.0,636
2308,Mexer,Bordeaux,fr FRA,0.0,0.0,596
2309,Javairô Dilrosun,Bordeaux,fr FRA,0.16,0.09,548
2310,Jean Onana,Bordeaux,fr FRA,0.19,0.13,485
2311,Remi Oudin,Bordeaux,fr FRA,0.17,0.12,538
2312,Fransérgio,Bordeaux,fr FRA,0.0,0.01,449
2313,Sekou Mara,Bordeaux,fr FRA,0.0,0.01,404
2314,Issouf Sissokho,Bordeaux,fr FRA,0.0,0.1,309
2315,Alberth Elis,Bordeaux,fr FRA,0.0,0.09,326
2316,Samuel Kalu,Bordeaux,fr FRA,0.28,0.05,316
2317,Gideon Mensah,Bordeaux,fr FRA,0.0,0.14,293
2318,Toma Bašić,Bordeaux,fr FRA,0.43,0.24,209
2319,Abdel Jalil Medioub,Bordeaux,fr FRA,0.0,0.0,177
2320,Jimmy Briand,Bordeaux,fr FRA,0.69,0.19,131
2321,Tom Lacoux,Bordeaux,fr FRA,0.0,0.0,90
2322,Loris Benito,Bordeaux,fr FRA,0.0,0.0,61
2323,Mehdi Zerkane,Bordeaux,fr FRA,0.0,0.02,83
2324,M'Baye Niang,Bordeaux,fr FRA,0.0,0.0,40
2325,Amadou Traore,Bordeaux,fr FRA,0.0,0.0,19
2326,Rubén Pardo,Bordeaux,fr FRA,0.0,0.0,6
